bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | 
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1942 1735931403883
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1943 1735931403883
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1944 1735931403883
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1945 1735931403883
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1946 1735931403883
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1947 1735931403883
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1948 1735931403883
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1949 1735931403883
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1950 1735931403883
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1951 1735931403883
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1952 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1953 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1954 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1955 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1956 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1957 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1958 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1959 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1960 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1961 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1962 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1963 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1964 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1965 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1966 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1967 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1968 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1969 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1970 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1971 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1972 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1973 1735931403884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1974 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1975 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1976 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1977 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1978 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1979 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1980 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1981 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1982 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1983 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1984 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1985 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1986 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1987 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1988 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1989 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1990 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1991 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1992 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1993 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1994 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1995 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1996 1735931403885
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1997 1735931403886
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1998 1735931403886
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_1999 1735931403886
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 1th command: 4_0 1735931405253
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 2th command: 5_0 1735931405256
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 3th command: 6_0 1735931405256
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 4th command: 7_0 1735931405256
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | No next priority for server 8
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Waiting for server 8 to fill gap
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 1 has size 0 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 2 has size 2000 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 3 has size 1738 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 4 has size 1999 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 5 has size 1999 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 6 has size 1999 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 7 has size 1999 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 8 has size 0 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received fill gap message for 8  by 1
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received fill gap message for 3  by 1
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received fill gap message for 8  by 1
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received fill gap message for 3  by 1
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received filler message for 8 from 7 by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 5th command: 8_0 1735931405333
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 6th command: 1_0 1735931405334
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 7th command: 2_0 1735931405334
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 8th command: 3_0 1735931405335
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 9th command: 4_1 1735931405335
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 10th command: 5_1 1735931405335
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 11th command: 6_1 1735931405335
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 12th command: 7_1 1735931405336
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | No next priority for server 8
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Waiting for server 8 to fill gap
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 1 has size 1999 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 2 has size 1999 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 3 has size 1999 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 4 has size 1998 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 5 has size 1998 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 6 has size 1998 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 7 has size 1998 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 8 has size 0 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 13th command: 8_1 1735931405336
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14th command: 1_1 1735931405337
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 15th command: 2_1 1735931405337
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 16th command: 3_1 1735931405337
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 17th command: 4_2 1735931405344
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received filler message for 8 from 5 by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received filler message for 8 from 6 by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received filler message for 8 from 6 by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received filler message for 8 from 4 by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 18th command: 5_2 1735931405346
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 19th command: 6_2 1735931405347
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 20th command: 7_2 1735931405347
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received filler message for 8 from 4 by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received filler message for 8 from 2 by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 21th command: 8_2 1735931405350
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received filler message for 8 from 2 by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received fill gap message for 8  by 1
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 22th command: 1_2 1735931405352
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 23th command: 2_2 1735931405352
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 24th command: 3_2 1735931405353
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received fill gap message for 8  by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received fill gap message for 8  by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received filler message for 8 from 3 by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received filler message for 8 from 7 by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received filler message for 8 from 5 by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 25th command: 4_3 1735931405377
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 26th command: 5_3 1735931405378
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 27th command: 6_3 1735931405379
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 28th command: 7_3 1735931405379
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | No next priority for server 8
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Waiting for server 8 to fill gap
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 1 has size 1997 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 2 has size 1997 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 3 has size 1997 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 4 has size 1996 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 5 has size 1996 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 6 has size 1996 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 7 has size 1996 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Queue for server 8 has size 0 in server 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received filler message for 8 from 1 by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received filler message for 8 from 1 by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received filler message for 8 from 3 by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received fill gap message for 8  by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 29th command: 8_3 1735931405386
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received filler message for 8 from 8 by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received filler message for 8 from 7 by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received filler message for 8 from 5 by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received filler message for 8 from 6 by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received filler message for 8 from 4 by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received filler message for 8 from 2 by 3
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 30th command: 1_3 1735931405424
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 31th command: 2_3 1735931405425
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 32th command: 3_3 1735931405425
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 33th command: 4_4 1735931405425
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 34th command: 5_4 1735931405426
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Received fill gap message for 8  by 1
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 35th command: 6_4 1735931405433
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 36th command: 7_4 1735931405435
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 37th command: 8_4 1735931405437
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 38th command: 1_4 1735931405441
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 39th command: 2_4 1735931405446
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 40th command: 3_4 1735931405448
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 41th command: 4_5 1735931405450
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 42th command: 5_5 1735931405454
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 43th command: 6_5 1735931405457
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 44th command: 7_5 1735931405459
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 45th command: 8_5 1735931405465
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 46th command: 1_5 1735931405466
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 47th command: 2_5 1735931405475
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 48th command: 3_5 1735931405479
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 49th command: 4_6 1735931405484
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 50th command: 5_6 1735931405487
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 51th command: 6_6 1735931405493
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 52th command: 7_6 1735931405501
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 53th command: 8_6 1735931405507
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 54th command: 1_6 1735931405510
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 55th command: 2_6 1735931405515
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 56th command: 3_6 1735931405522
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 57th command: 4_7 1735931405524
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 58th command: 5_7 1735931405526
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 59th command: 6_7 1735931405530
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 60th command: 7_7 1735931405532
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 61th command: 8_7 1735931405534
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 62th command: 1_7 1735931405538
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 63th command: 2_7 1735931405540
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 64th command: 3_7 1735931405547
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 65th command: 4_8 1735931405551
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 66th command: 5_8 1735931405555
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 67th command: 6_8 1735931405557
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 68th command: 7_8 1735931405567
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 69th command: 8_8 1735931405571
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 70th command: 1_8 1735931405574
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 71th command: 2_8 1735931405576
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 72th command: 3_8 1735931405581
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 73th command: 4_9 1735931405587
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 74th command: 5_9 1735931405589
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 75th command: 6_9 1735931405591
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 76th command: 7_9 1735931405595
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 77th command: 8_9 1735931405597
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 78th command: 1_9 1735931405599
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 79th command: 2_9 1735931405602
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 80th command: 3_9 1735931405604
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 81th command: 4_10 1735931405612
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 82th command: 5_10 1735931405616
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 83th command: 6_10 1735931405620
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 84th command: 7_10 1735931405622
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 85th command: 8_10 1735931405628
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 86th command: 1_10 1735931405634
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 87th command: 2_10 1735931405637
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 88th command: 3_10 1735931405640
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 89th command: 4_11 1735931405644
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 90th command: 5_11 1735931405651
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 91th command: 6_11 1735931405653
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 92th command: 7_11 1735931405655
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 93th command: 8_11 1735931405659
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 94th command: 1_11 1735931405662
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 95th command: 2_11 1735931405663
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 96th command: 3_11 1735931405668
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 97th command: 4_12 1735931405670
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 98th command: 5_12 1735931405678
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 99th command: 6_12 1735931405682
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 100th command: 7_12 1735931405686
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 101th command: 8_12 1735931405689
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 102th command: 1_12 1735931405694
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 103th command: 2_12 1735931405700
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 104th command: 3_12 1735931405704
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 105th command: 4_13 1735931405706
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 106th command: 5_13 1735931405711
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 107th command: 6_13 1735931405717
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 108th command: 7_13 1735931405719
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 109th command: 8_13 1735931405721
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 110th command: 1_13 1735931405726
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 111th command: 2_13 1735931405728
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 112th command: 3_13 1735931405730
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 113th command: 4_14 1735931405734
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 114th command: 5_14 1735931405736
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 115th command: 6_14 1735931405744
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 116th command: 7_14 1735931405748
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 117th command: 8_14 1735931405753
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 118th command: 1_14 1735931405754
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 119th command: 2_14 1735931405760
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 120th command: 3_14 1735931405767
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 121th command: 4_15 1735931405770
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 122th command: 5_15 1735931405773
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 123th command: 6_15 1735931405777
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 124th command: 7_15 1735931405783
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 125th command: 8_15 1735931405785
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 126th command: 1_15 1735931405787
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 127th command: 2_15 1735931405791
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 128th command: 3_15 1735931405793
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 129th command: 4_16 1735931405796
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 130th command: 5_16 1735931405800
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 131th command: 6_16 1735931405802
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 132th command: 7_16 1735931405810
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 133th command: 8_16 1735931405814
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 134th command: 1_16 1735931405818
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 135th command: 2_16 1735931405820
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 136th command: 3_16 1735931405827
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 137th command: 4_17 1735931405832
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 138th command: 5_17 1735931405837
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 139th command: 6_17 1735931405840
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 140th command: 7_17 1735931405844
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 141th command: 8_17 1735931405851
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 142th command: 1_17 1735931405853
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 143th command: 2_17 1735931405855
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 144th command: 3_17 1735931405859
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 145th command: 4_18 1735931405861
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 146th command: 5_18 1735931405864
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 147th command: 6_18 1735931405868
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 148th command: 7_18 1735931405870
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 149th command: 8_18 1735931405878
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 150th command: 1_18 1735931405882
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 151th command: 2_18 1735931405888
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 152th command: 3_18 1735931405889
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 153th command: 4_19 1735931405895
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 154th command: 5_19 1735931405901
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 155th command: 6_19 1735931405905
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 156th command: 7_19 1735931405908
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 157th command: 8_19 1735931405911
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 158th command: 1_19 1735931405917
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 159th command: 2_19 1735931405920
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 160th command: 3_19 1735931405923
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 161th command: 4_20 1735931405927
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 162th command: 5_20 1735931405929
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 163th command: 6_20 1735931405931
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 164th command: 7_20 1735931405935
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 165th command: 8_20 1735931405937
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 166th command: 1_20 1735931405946
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 167th command: 2_20 1735931405950
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 168th command: 3_20 1735931405955
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 169th command: 4_21 1735931405957
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 170th command: 5_21 1735931405963
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 171th command: 6_21 1735931405970
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 172th command: 7_21 1735931405976
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 173th command: 8_21 1735931405977
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 174th command: 1_21 1735931405981
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 175th command: 2_21 1735931405986
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 176th command: 3_21 1735931405987
