bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | 
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1540th command: 10_76 1735932179006
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1541th command: 11_77 1735932179014
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1542th command: 12_77 1735932179018
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1543th command: 13_77 1735932179033
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1544th command: 14_77 1735932179041
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1545th command: 15_77 1735932179049
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1546th command: 16_77 1735932179053
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1547th command: 17_77 1735932179065
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1548th command: 18_77 1735932179077
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1549th command: 19_77 1735932179085
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1550th command: 2_77 1735932179089
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1551th command: 20_77 1735932179097
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1552th command: 3_77 1735932179109
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1553th command: 4_77 1735932179113
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1554th command: 5_77 1735932179117
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1555th command: 6_77 1735932179125
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1556th command: 7_77 1735932179129
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1557th command: 8_77 1735932179134
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1558th command: 9_77 1735932179142
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1559th command: 1_77 1735932179147
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1560th command: 10_77 1735932179163
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1561th command: 11_78 1735932179171
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1562th command: 12_78 1735932179179
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1563th command: 13_78 1735932179182
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1564th command: 14_78 1735932179195
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1565th command: 15_78 1735932179207
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1566th command: 16_78 1735932179215
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1567th command: 17_78 1735932179221
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1568th command: 18_78 1735932179228
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1569th command: 19_78 1735932179239
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1570th command: 2_78 1735932179243
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1571th command: 20_78 1735932179248
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1572th command: 3_78 1735932179256
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1573th command: 4_78 1735932179259
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1574th command: 5_78 1735932179263
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1575th command: 6_78 1735932179272
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1576th command: 7_78 1735932179275
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1577th command: 8_78 1735932179291
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1578th command: 9_78 1735932179299
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1579th command: 1_78 1735932179307
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1580th command: 10_78 1735932179311
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1581th command: 11_79 1735932179323
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1582th command: 12_79 1735932179334
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1583th command: 13_79 1735932179342
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1584th command: 14_79 1735932179347
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1585th command: 15_79 1735932179355
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1586th command: 16_79 1735932179366
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1587th command: 17_79 1735932179370
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1588th command: 18_79 1735932179375
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1589th command: 19_79 1735932179382
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1590th command: 2_79 1735932179386
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1591th command: 20_79 1735932179391
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1592th command: 3_79 1735932179399
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1593th command: 4_79 1735932179404
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1594th command: 5_79 1735932179418
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1595th command: 6_79 1735932179427
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1596th command: 7_79 1735932179435
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1597th command: 8_79 1735932179439
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1598th command: 9_79 1735932179450
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1599th command: 1_79 1735932179462
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1600th command: 10_79 1735932179470
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1601th command: 11_80 1735932179474
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1602th command: 12_80 1735932179482
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1603th command: 13_80 1735932179494
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1604th command: 14_80 1735932179498
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1605th command: 15_80 1735932179502
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1606th command: 16_80 1735932179510
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1607th command: 17_80 1735932179514
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1608th command: 18_80 1735932179518
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1609th command: 19_80 1735932179526
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1610th command: 2_80 1735932179530
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1611th command: 20_80 1735932179545
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1612th command: 3_80 1735932179553
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1613th command: 4_80 1735932179561
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1614th command: 5_80 1735932179565
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1615th command: 6_80 1735932179577
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1616th command: 7_80 1735932179589
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1617th command: 8_80 1735932179597
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1618th command: 9_80 1735932179601
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1619th command: 1_80 1735932179609
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1620th command: 10_80 1735932179620
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1621th command: 11_81 1735932179625
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1622th command: 12_81 1735932179629
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1623th command: 13_81 1735932179637
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1624th command: 14_81 1735932179641
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1625th command: 15_81 1735932179646
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1626th command: 16_81 1735932179654
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1627th command: 17_81 1735932179658
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1628th command: 18_81 1735932179676
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1629th command: 19_81 1735932179684
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1630th command: 2_81 1735932179692
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1631th command: 20_81 1735932179696
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1632th command: 3_81 1735932179709
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1633th command: 4_81 1735932179720
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1634th command: 5_81 1735932179729
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1635th command: 6_81 1735932179733
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1636th command: 7_81 1735932179741
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1637th command: 8_81 1735932179754
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1638th command: 9_81 1735932179758
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1639th command: 1_81 1735932179762
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1640th command: 10_81 1735932179770
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1641th command: 11_82 1735932179774
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1642th command: 12_82 1735932179779
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1643th command: 13_82 1735932179787
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1644th command: 14_82 1735932179792
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1645th command: 15_82 1735932179808
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1646th command: 16_82 1735932179816
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1647th command: 17_82 1735932179824
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1648th command: 18_82 1735932179829
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1649th command: 19_82 1735932179841
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1650th command: 2_82 1735932179853
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1651th command: 20_82 1735932179861
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1652th command: 3_82 1735932179865
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1653th command: 4_82 1735932179873
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1654th command: 5_82 1735932179885
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1655th command: 6_82 1735932179889
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1656th command: 7_82 1735932179893
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1657th command: 8_82 1735932179901
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1658th command: 9_82 1735932179905
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1659th command: 1_82 1735932179909
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1660th command: 10_82 1735932179917
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1661th command: 11_83 1735932179922
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1662th command: 12_83 1735932179938
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1663th command: 13_83 1735932179946
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1664th command: 14_83 1735932179954
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1665th command: 15_83 1735932179958
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1666th command: 16_83 1735932179970
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1667th command: 17_83 1735932179981
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1668th command: 18_83 1735932179989
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1669th command: 19_83 1735932179994
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1670th command: 2_83 1735932180002
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1671th command: 20_83 1735932180015
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1672th command: 3_83 1735932180019
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1673th command: 4_83 1735932180023
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1674th command: 5_83 1735932180031
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1675th command: 6_83 1735932180036
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1676th command: 7_83 1735932180040
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1677th command: 8_83 1735932180048
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1678th command: 9_83 1735932180052
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1679th command: 1_83 1735932180068
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1680th command: 10_83 1735932180076
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1681th command: 11_84 1735932180084
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1682th command: 12_84 1735932180088
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1683th command: 13_84 1735932180100
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1684th command: 14_84 1735932180112
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1685th command: 15_84 1735932180120
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1686th command: 16_84 1735932180125
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1687th command: 17_84 1735932180133
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1688th command: 18_84 1735932180145
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1689th command: 19_84 1735932180149
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1690th command: 2_84 1735932180153
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1691th command: 20_84 1735932180161
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1692th command: 3_84 1735932180166
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1693th command: 4_84 1735932180170
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1694th command: 5_84 1735932180178
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1695th command: 6_84 1735932180183
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1696th command: 7_84 1735932180198
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1697th command: 8_84 1735932180206
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1698th command: 9_84 1735932180215
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1699th command: 1_84 1735932180219
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1700th command: 10_84 1735932180231
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1701th command: 11_85 1735932180243
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1702th command: 12_85 1735932180251
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1703th command: 13_85 1735932180255
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1704th command: 14_85 1735932180263
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1705th command: 15_85 1735932180275
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1706th command: 16_85 1735932180280
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1707th command: 17_85 1735932180284
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1708th command: 18_85 1735932180292
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1709th command: 19_85 1735932180297
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1710th command: 2_85 1735932180301
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1711th command: 20_85 1735932180309
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1712th command: 3_85 1735932180315
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1713th command: 4_85 1735932180330
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1714th command: 5_85 1735932180338
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1715th command: 6_85 1735932180346
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1716th command: 7_85 1735932180351
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1717th command: 8_85 1735932180363
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1718th command: 9_85 1735932180375
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1719th command: 1_85 1735932180383
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1720th command: 10_85 1735932180387
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1721th command: 11_86 1735932180396
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1722th command: 12_86 1735932180407
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1723th command: 13_86 1735932180412
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1724th command: 14_86 1735932180416
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1725th command: 15_86 1735932180424
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1726th command: 16_86 1735932180428
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1727th command: 17_86 1735932180433
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1728th command: 18_86 1735932180441
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1729th command: 19_86 1735932180445
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1730th command: 2_86 1735932180461
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1731th command: 20_86 1735932180469
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1732th command: 3_86 1735932180477
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1733th command: 4_86 1735932180481
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1734th command: 5_86 1735932180493
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1735th command: 6_86 1735932180505
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1736th command: 7_86 1735932180513
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1737th command: 8_86 1735932180517
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1738th command: 9_86 1735932180526
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1739th command: 1_86 1735932180538
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1740th command: 10_86 1735932180542
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1741th command: 11_87 1735932180546
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1742th command: 12_87 1735932180554
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1743th command: 13_87 1735932180558
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1744th command: 14_87 1735932180562
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1745th command: 15_87 1735932180570
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1746th command: 16_87 1735932180577
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1747th command: 17_87 1735932180594
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1748th command: 18_87 1735932180603
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1749th command: 19_87 1735932180611
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1750th command: 2_87 1735932180614
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1751th command: 20_87 1735932180627
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1752th command: 3_87 1735932180638
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1753th command: 4_87 1735932180647
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1754th command: 5_87 1735932180651
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1755th command: 6_87 1735932180659
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1756th command: 7_87 1735932180671
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1757th command: 8_87 1735932180676
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1758th command: 9_87 1735932180680
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1759th command: 1_87 1735932180688
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1760th command: 10_87 1735932180692
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1761th command: 11_88 1735932180696
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1762th command: 12_88 1735932180704
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1763th command: 13_88 1735932180709
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1764th command: 14_88 1735932180724
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1765th command: 15_88 1735932180733
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1766th command: 16_88 1735932180741
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1767th command: 17_88 1735932180745
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1768th command: 18_88 1735932180757
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1769th command: 19_88 1735932180769
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1770th command: 2_88 1735932180778
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1771th command: 20_88 1735932180781
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1772th command: 3_88 1735932180790
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1773th command: 4_88 1735932180802
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1774th command: 5_88 1735932180806
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1775th command: 6_88 1735932180810
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1776th command: 7_88 1735932180818
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1777th command: 8_88 1735932180822
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1778th command: 9_88 1735932180827
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1779th command: 1_88 1735932180835
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1780th command: 10_88 1735932180839
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1781th command: 11_89 1735932180855
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1782th command: 12_89 1735932180862
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1783th command: 13_89 1735932180871
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1784th command: 14_89 1735932180876
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1785th command: 15_89 1735932180887
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1786th command: 16_89 1735932180899
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1787th command: 17_89 1735932180907
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1788th command: 18_89 1735932180911
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1789th command: 19_89 1735932180919
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1790th command: 2_89 1735932180931
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1791th command: 20_89 1735932180935
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1792th command: 3_89 1735932180940
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1793th command: 4_89 1735932180948
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1794th command: 5_89 1735932180952
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1795th command: 6_89 1735932180956
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1796th command: 7_89 1735932180964
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1797th command: 8_89 1735932180968
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1798th command: 9_89 1735932180985
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1799th command: 1_89 1735932180993
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1800th command: 10_89 1735932181001
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1801th command: 11_90 1735932181005
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1802th command: 12_90 1735932181017
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1803th command: 13_90 1735932181029
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1804th command: 14_90 1735932181037
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1805th command: 15_90 1735932181041
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1806th command: 16_90 1735932181049
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1807th command: 17_90 1735932181062
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1808th command: 18_90 1735932181066
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1809th command: 19_90 1735932181070
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1810th command: 2_90 1735932181079
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1811th command: 20_90 1735932181083
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 1812th command: 3_90 1735932181087
